review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
warna kuning kiri padahal baru buka punya saya sudah pakai bulan kanan masih bening,Negatif,"{'classified_text': 'warna kuning kiri padahal baru buka punya saya sudah pakai bulan kanan masih bening [3]', 'tweet_text': ' warna kuning kiri padahal baru buka punya saya sudah pakai bulan kanan masih bening', 'sentence_score': ['warna kuning kiri padahal baru buka punya saya sudah pakai bulan kanan masih bening [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",warna kuning kiri padahal baru buka punya saya sudah pakai bulan kanan masih bening [3], warna kuning kiri padahal baru buka punya saya sudah pakai bulan kanan masih bening,['warna kuning kiri padahal baru buka punya saya sudah pakai bulan kanan masih bening [3]'],3,-1,positif
benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,Negatif,"{'classified_text': 'benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua', 'tweet_text': ' benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua', 'sentence_score': ['benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua, benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,['benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua'],4,-5,negatif
belum coba pertama kali beli moga cocok bintang ini beri untuk respon admin dan antar pesan yang baik dan cepat,Positif,"{'classified_text': 'belum coba pertama kali beli moga cocok [3] bintang ini beri untuk respon admin dan antar pesan yang baik [4] dan cepat [4]', 'tweet_text': ' belum coba pertama kali beli moga cocok bintang ini beri untuk respon admin dan antar pesan yang baik dan cepat', 'sentence_score': ['belum coba pertama kali beli moga cocok [3] bintang ini beri untuk respon admin dan antar pesan yang baik [4] dan cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",belum coba pertama kali beli moga cocok [3] bintang ini beri untuk respon admin dan antar pesan yang baik [4] dan cepat [4], belum coba pertama kali beli moga cocok bintang ini beri untuk respon admin dan antar pesan yang baik dan cepat,['belum coba pertama kali beli moga cocok [3] bintang ini beri untuk respon admin dan antar pesan yang baik [4] dan cepat [4]'],4,-1,positif
fast response on time delivery,Positif,"{'classified_text': 'fast response on time delivery', 'tweet_text': ' fast response on time delivery', 'sentence_score': ['fast response on time delivery'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast response on time delivery, fast response on time delivery,['fast response on time delivery'],1,-1,netral
belum coba moga cocok,Positif,"{'classified_text': 'belum coba moga cocok [3]', 'tweet_text': ' belum coba moga cocok', 'sentence_score': ['belum coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",belum coba moga cocok [3], belum coba moga cocok,['belum coba moga cocok [3]'],3,-1,positif
tipe kulit minyak masalah kulit pori besar,Netral,"{'classified_text': 'tipe kulit minyak masalah [-4] kulit pori besar [3]', 'tweet_text': ' tipe kulit minyak masalah kulit pori besar', 'sentence_score': ['tipe kulit minyak masalah [-4] kulit pori besar [3]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulit minyak masalah [-4] kulit pori besar [3], tipe kulit minyak masalah kulit pori besar,['tipe kulit minyak masalah [-4] kulit pori besar [3]'],3,-4,negatif
moga cocok terima kasih bonus,Positif,"{'classified_text': 'moga cocok [3] terima kasih [4] bonus [4]', 'tweet_text': ' moga cocok terima kasih bonus', 'sentence_score': ['moga cocok [3] terima kasih [4] bonus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3] terima kasih [4] bonus [4], moga cocok terima kasih bonus,['moga cocok [3] terima kasih [4] bonus [4]'],4,-1,positif
barang tidak saya terima sampai sekarang kurir tanya balesnya lama karena kirim dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan biasa begini tolong kak komplain bagi ekspedisi kirim terima kasih,Negatif,"{'classified_text': 'barang tidak saya terima sampai sekarang kurir tanya balesnya lama [-2] karena kirim dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasa [-2] begini tolong kak komplain bagi ekspedisi kirim terima kasih [4]', 'tweet_text': ' barang tidak saya terima sampai sekarang kurir tanya balesnya lama karena kirim dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan biasa begini tolong kak komplain bagi ekspedisi kirim terima kasih', 'sentence_score': ['barang tidak saya terima sampai sekarang kurir tanya balesnya lama [-2] karena kirim dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasa [-2] begini tolong kak komplain bagi ekspedisi kirim terima kasih [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",barang tidak saya terima sampai sekarang kurir tanya balesnya lama [-2] karena kirim dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasa [-2] begini tolong kak komplain bagi ekspedisi kirim terima kasih [4], barang tidak saya terima sampai sekarang kurir tanya balesnya lama karena kirim dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan biasa begini tolong kak komplain bagi ekspedisi kirim terima kasih,['barang tidak saya terima sampai sekarang kurir tanya balesnya lama [-2] karena kirim dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasa [-2] begini tolong kak komplain bagi ekspedisi kirim terima kasih [4]'],4,-3,positif
enggak cocok muka tambah jerawat parah,Negatif,"{'classified_text': 'enggak cocok [-3] muka tambah jerawat parah [-5]', 'tweet_text': ' enggak cocok muka tambah jerawat parah', 'sentence_score': ['enggak cocok [-3] muka tambah jerawat parah [-5]'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",enggak cocok [-3] muka tambah jerawat parah [-5], enggak cocok muka tambah jerawat parah,['enggak cocok [-3] muka tambah jerawat parah [-5]'],1,-5,negatif
hadiah bohong,Negatif,"{'classified_text': 'hadiah [3] bohong', 'tweet_text': ' hadiah bohong', 'sentence_score': ['hadiah [3] bohong'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",hadiah [3] bohong, hadiah bohong,['hadiah [3] bohong'],3,-1,positif
bohong,Negatif,"{'classified_text': 'bohong', 'tweet_text': ' bohong', 'sentence_score': ['bohong'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bohong, bohong,['bohong'],1,-1,netral
baru mau coba moga cocok tipe kulit kombinasi masalah kulit jerawat,Positif,"{'classified_text': 'baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat', 'tweet_text': ' baru mau coba moga cocok tipe kulit kombinasi masalah kulit jerawat', 'sentence_score': ['baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat, baru mau coba moga cocok tipe kulit kombinasi masalah kulit jerawat,['baru mau coba moga cocok [3] tipe kulit kombinasi masalah [-4] kulit jerawat'],3,-4,negatif
oke,Positif,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
tipe kulit kering tipe kulit normal,Netral,"{'classified_text': 'tipe kulit kering tipe kulit normal [-1]', 'tweet_text': ' tipe kulit kering tipe kulit normal', 'sentence_score': ['tipe kulit kering tipe kulit normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kering tipe kulit normal [-1], tipe kulit kering tipe kulit normal,['tipe kulit kering tipe kulit normal [-1]'],1,-1,netral
pertama kali coba dengan warna kulit saya yang cenderung agak gelap awal saya pikir bakal jomplang pas pakai tapi nyata blend banget sama kulit warna jadi agak lebih cerah tapi bukan jadi tone up juga tekstur kaya foundy cair cepat nyerap awal kaya mate pas sudah kering tapi lama jadi glow up,Positif,"{'classified_text': 'pertama kali coba dengan warna kulit saya yang cenderung agak gelap [-1] awal saya pikir bakal jomplang pas pakai tapi nyata blend banget sama kulit warna jadi agak lebih cerah [5] tapi bukan jadi tone up juga tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up', 'tweet_text': ' pertama kali coba dengan warna kulit saya yang cenderung agak gelap awal saya pikir bakal jomplang pas pakai tapi nyata blend banget sama kulit warna jadi agak lebih cerah tapi bukan jadi tone up juga tekstur kaya foundy cair cepat nyerap awal kaya mate pas sudah kering tapi lama jadi glow up', 'sentence_score': ['pertama kali coba dengan warna kulit saya yang cenderung agak gelap [-1] awal saya pikir bakal jomplang pas pakai tapi nyata blend banget sama kulit warna jadi agak lebih cerah [5] tapi bukan jadi tone up juga tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",pertama kali coba dengan warna kulit saya yang cenderung agak gelap [-1] awal saya pikir bakal jomplang pas pakai tapi nyata blend banget sama kulit warna jadi agak lebih cerah [5] tapi bukan jadi tone up juga tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up, pertama kali coba dengan warna kulit saya yang cenderung agak gelap awal saya pikir bakal jomplang pas pakai tapi nyata blend banget sama kulit warna jadi agak lebih cerah tapi bukan jadi tone up juga tekstur kaya foundy cair cepat nyerap awal kaya mate pas sudah kering tapi lama jadi glow up,['pertama kali coba dengan warna kulit saya yang cenderung agak gelap [-1] awal saya pikir bakal jomplang pas pakai tapi nyata blend banget sama kulit warna jadi agak lebih cerah [5] tapi bukan jadi tone up juga tekstur kaya [3] foundy cair cepat [4] nyerap awal kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up'],5,-2,positif
seperti sudah botol ke apa begitu cocok itu kulit saya yang normal cenderung kering enak karena enggak ada white cast atau tone up jadi enggak asa cemong kulit saya yang putih,Positif,"{'classified_text': 'seperti [1] sudah botol ke apa begitu cocok [3] itu kulit saya yang normal [-1] cenderung kering enak [4] karena enggak ada white cast atau tone up jadi enggak asa cemong kulit saya yang putih', 'tweet_text': ' seperti sudah botol ke apa begitu cocok itu kulit saya yang normal cenderung kering enak karena enggak ada white cast atau tone up jadi enggak asa cemong kulit saya yang putih', 'sentence_score': ['seperti [1] sudah botol ke apa begitu cocok [3] itu kulit saya yang normal [-1] cenderung kering enak [4] karena enggak ada white cast atau tone up jadi enggak asa cemong kulit saya yang putih'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",seperti [1] sudah botol ke apa begitu cocok [3] itu kulit saya yang normal [-1] cenderung kering enak [4] karena enggak ada white cast atau tone up jadi enggak asa cemong kulit saya yang putih, seperti sudah botol ke apa begitu cocok itu kulit saya yang normal cenderung kering enak karena enggak ada white cast atau tone up jadi enggak asa cemong kulit saya yang putih,['seperti [1] sudah botol ke apa begitu cocok [3] itu kulit saya yang normal [-1] cenderung kering enak [4] karena enggak ada white cast atau tone up jadi enggak asa cemong kulit saya yang putih'],4,-1,positif
botol dua enak kulit gampang serap enggak ada masalah ke kulit mantap,Positif,"{'classified_text': 'botol dua enak [4] kulit gampang serap enggak ada masalah [-4] ke kulit mantap [4]', 'tweet_text': ' botol dua enak kulit gampang serap enggak ada masalah ke kulit mantap', 'sentence_score': ['botol dua enak [4] kulit gampang serap enggak ada masalah [-4] ke kulit mantap [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",botol dua enak [4] kulit gampang serap enggak ada masalah [-4] ke kulit mantap [4], botol dua enak kulit gampang serap enggak ada masalah ke kulit mantap,['botol dua enak [4] kulit gampang serap enggak ada masalah [-4] ke kulit mantap [4]'],4,-4,netral
produk tapi beda isi cair customer service tanya enggak bantu tele tele,Negatif,"{'classified_text': 'produk tapi beda isi cair customer service tanya enggak bantu tele tele', 'tweet_text': ' produk tapi beda isi cair customer service tanya enggak bantu tele tele', 'sentence_score': ['produk tapi beda isi cair customer service tanya enggak bantu tele tele'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",produk tapi beda isi cair customer service tanya enggak bantu tele tele, produk tapi beda isi cair customer service tanya enggak bantu tele tele,['produk tapi beda isi cair customer service tanya enggak bantu tele tele'],1,-1,netral
kecewa karena isi tidak full seperti saya beli di tempat lain,Negatif,"{'classified_text': 'kecewa [-3] karena isi tidak full seperti [1] saya beli di tempat lain', 'tweet_text': ' kecewa karena isi tidak full seperti saya beli di tempat lain', 'sentence_score': ['kecewa [-3] karena isi tidak full seperti [1] saya beli di tempat lain'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",kecewa [-3] karena isi tidak full seperti [1] saya beli di tempat lain, kecewa karena isi tidak full seperti saya beli di tempat lain,['kecewa [-3] karena isi tidak full seperti [1] saya beli di tempat lain'],1,-3,negatif
paksa kasih nilai jelek untuk admin al el ve yang handle chat karena balas asal dan tidak jawab konsultasi customer dengan baik pertanyan dan jawab tidak sesuai asal balas tanpa baca masalah beli,Negatif,"{'classified_text': 'paksa [-4] kasih nilai [3] jelek [-4] untuk admin al el ve yang handle chat karena balas asal dan tidak jawab konsultasi customer dengan baik [4] pertanyan dan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli', 'tweet_text': ' paksa kasih nilai jelek untuk admin al el ve yang handle chat karena balas asal dan tidak jawab konsultasi customer dengan baik pertanyan dan jawab tidak sesuai asal balas tanpa baca masalah beli', 'sentence_score': ['paksa [-4] kasih nilai [3] jelek [-4] untuk admin al el ve yang handle chat karena balas asal dan tidak jawab konsultasi customer dengan baik [4] pertanyan dan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",paksa [-4] kasih nilai [3] jelek [-4] untuk admin al el ve yang handle chat karena balas asal dan tidak jawab konsultasi customer dengan baik [4] pertanyan dan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli, paksa kasih nilai jelek untuk admin al el ve yang handle chat karena balas asal dan tidak jawab konsultasi customer dengan baik pertanyan dan jawab tidak sesuai asal balas tanpa baca masalah beli,['paksa [-4] kasih nilai [3] jelek [-4] untuk admin al el ve yang handle chat karena balas asal dan tidak jawab konsultasi customer dengan baik [4] pertanyan dan jawab tidak sesuai [-3] asal balas tanpa baca masalah [-4] beli'],4,-4,netral
baru coba moga cocok recommended seller,Positif,"{'classified_text': 'baru coba moga cocok [3] recommended seller', 'tweet_text': ' baru coba moga cocok recommended seller', 'sentence_score': ['baru coba moga cocok [3] recommended seller'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru coba moga cocok [3] recommended seller, baru coba moga cocok recommended seller,['baru coba moga cocok [3] recommended seller'],3,-1,positif
